"","NAME","Y","X"
"2472","Gattonside",635036,354268
"7918","Friarshaugh",634977,355128
"6192","Wester Muirdean",634935,368661
"1846","Caddonfoot",634928,344896
"7611","Peel",634905,343392
"5644","Whitrigbog Tileworks",634888,362022
"6159","Bettyfield",634872,365345
"6168","Galalaw",634866,369702
"6415","Auchagallon",634850,189938
"13046","Kingsknowes",634850,350431
"1205","Tinto Hills",634848,295578
"8950","Drumelzier Haugh",634839,314239
"6617","Leaderfoot",634798,357488
"9870","Cnocan Cuallaich",634792,189483
"9869","Dunedin",634773,189145
"6414","Glaister",634755,192729
"9911","Auchagallon",634715,189555
"3099","Tweedbank",634711,351840
"6437","Halidean Mill",634687,359323
"1115","ToftsFarm",634683,285829
"2747","Slouch Moss",634676,262551
"2746","Long Bank",634673,268155
"1334","Traquair",634659,333067
"1849","Holefield",634639,381013
"6164","Charterhouse",634621,367019
"6182","Sandyknowe",634619,364087
"2322","Dundonald",634597,236586
"1197","Culter Mains",634589,301466
"6195","Whitrighill",634558,362108
"6246","Kersquarter",634541,376165
"6436","Gledswood",634516,358531
"7147","Traquair Mill",634500,332794
"1198","Coulterhaugh",634482,300939
"6247","Mellendean",634447,374614
"8957","Rachan Mill",634439,311481
"13744","Rachan Mill Farm",634411,311461
"14472","Rahane",634395,189385
"7600","Netherbarns",634357,350265
"3100","Darnick",634326,353199
"1207","Tinto End",634325,289682
"447","Machrie",634258,189294
"2164","Newstead",634241,356232
"8951","Drumelzier",634213,313598
"3161","Threepland Backshaw",634136,304483
"5882","Wooden Mill",634109,373759
"7602","Sunnyside",634075,352082
"6620","Broomhill",634071,357532
"6623","Chapel Knoll",634064,358864
"6171","Haymount",634060,367718
"6187","Stodrig",634049,368999
"6453","Fair Cross Ana",634040,371202
"6243","Potsclose",634022,378614
"505","Melrose",634010,354729
"90","Coulter",634005,302200
"8952","Merlindale",634003,312983
"6621","Old Melrose",633997,358828
"6163","Butchercote",633990,362946
"3353","Pap Craig",633975,295507
"2004","Symington Mains",633959,299582
"2085","Kelso",633947,372760
"7603","Bauchlin Cottages",633894,351196
"6251","Wooden",633778,374176
"1781","South Lanarkshire",633713,284534
"3251","Bemersyde",633641,359612
"2811","Logan Moss",633616,257214
"8492","Archmans Bog",633568,334965
"2801","Dean Muir",633566,255541
"6239","Eastfield",633557,379539
"8953","Drumelzier Place",633532,312458
"6250","Windywalls",633470,375519
"1031","Uddington",633466,286331
"9844","Kirkhouse",633463,332087
"5901","Daniels Den",633434,370903
"6454","Wester Ana",633388,370436
"7599","Boleside",633362,349617
"5370","Maxwellheugh",633328,372947
"1941","Butter Knowe",633318,304738
"1196","Culter Shaw",633298,303694
"7238","Peasehill",633247,357571
"5888","Springwood Village",633228,371751
"1878","Hoselaw Mains",633208,381399
"2748","Blackloch Moss",633205,262603
"7604","Faldonside Stables",633192,349818
"1199","Snaip",633177,303264
"6241","Hoselaw Mains",633166,381427
"6398","Sharps Pool",633156,192206
"13745","Cardon",633147,309915
"6450","Millfield",633140,365041
"2003","Langholm",633110,299167
"4855","Makerstoun",633086,366967
"6194","Whitehouse",633079,363672
"6188","Sucklawridge",633062,368123
"5495","Middlemostwalls",633012,375082
"6396","Quarry  Pool",632976,190447
"6399","The Little Gorge Pool",632943,192032
"6395","Duchess  Pool",632922,190619
"1940","March Brae",632920,305032
"6175","Maidenhall",632919,361896
"6391","Ashtree  Pool",632905,191399
"7601","Faldonside",632902,350231
"6392","Birchtree  Pool",632890,191537
"7605","Upper Faldonside",632888,350905
"6170","Greatridgehall",632882,365913
"6397","Two Rock Pool",632843,190137
"1195","Nisbet",632826,303754
"1774","Lanarkshire",632819,284510
"6394","The Goats Leap Pool",632814,191893
"504","Yair",632806,345043
"6393","Ladymary  Pool",632787,191686
"9871","Balnagore",632764,189836
"4867","Lempitlaw",632718,378696
"7610","Fairnilee",632718,345771
"6441","Clinthill",632671,360433
"6145","Roxburgh Barns",632663,370391
"6625","Monksford",632654,358057
"6624","Eildon",632653,357274
"6176","Manorhill",632651,366969
"5493","Barbadoes",632629,374227
"4221","Chesterhall Park Farm",632612,297376
"5494","Crookedhouse",632589,376149
"2866","Clintmains",632572,361257
"1974","The Dimple",632529,302576
"6447","Makerstoun Lodge",632526,367032
"1760","The Scottish Borders",632503,347566
"8491","Minchmoor Rig",632483,336349
"2802","Auchmannoch  Muir",632479,256372
"6259","Hunters Hall",632476,373540
"2576","Bellochantuy",632460,166341
"9901","Moss Farm",632443,190890
"10443","Newhall",632422,331729
"9913","Cairnfield",632409,189612
"6231","Spylaw",632390,372925
"9850","Prospecthill",632373,204299
"7597","The Rink",632358,348176
"4217","East Millrig",632334,295217
"6323","Trows",632313,368914
"9656","Ashlar",632303,189567
"6142","Easter Softlaw",632282,375768
"2806","Mid Muir",632264,255693
"6223","Maisondieu",632264,371555
"9851","Innean Mor",632244,204346
"6440","Mertoun Mill",632241,360912
"2002","Overburns",632227,299299
"9902","Cosyden",632222,188968
"4220","Chesterhall",632178,296865
"1942","Ha Gill Bank",632171,304505
"6242","Hoselaw",632170,380668
"6439","Dryburgh Mains",632168,358944
"6449","Dalcove Mains",632157,365546
"2803","Browns Muir",632113,254681
"2800","Avon Head",632107,258830
"6174","Magdalenhall",632104,362324
"6141","Pylafoot",632086,373103
"2467","Saddell",632072,178579
"4218","Wiston Place Farm",632063,295582
"5550","Dryburgh",632051,359157
"2001","Lamington Mains",632013,298260
"7239","Greenwells",631981,356295
"6235","Greenhead",631950,377910
"5489","Doghill",631899,372303
"4219","Millrigg House",631871,295683
"6222","Kersmains",631866,370199
"6442","Mertoun Stables",631860,361734
"6236","Lurdenlaw",631851,377012
"6736","Sunderland Hall",631839,347925
"2285","Loans",631826,234594
"9900","Bridge Farm",631821,192753
"4214","Duneaton House",631816,296209
"7241","Chesterhall",631801,355647
"9845","Wiston",631801,295893
"6140","Proctors Smithy",631770,374523
"6629","Lessudden Bank",631755,360165
"5521","Old Hoselaw",631739,380155
"2804","Grange Muir",631706,258547
"5645","Bellshill",631703,363552
"9899","Bloomfield Farm",631695,192454
"1870","Newtown St Boswells",631683,357711
"6626","Hawkslee",631674,358264
"6324","Rutherford Lodge",631581,365219
"1220","Rough Knowe",631579,288465
"5649","Mill Island",631544,365484
"1877","The Joy",631543,379002
"1945","Bracks",631538,303756
"6628","Bankhead",631534,359978
"4216","Wiston Mains",631474,295343
"5525","West Lodge",631469,366221
"9898","Balmichael",631469,192409
"1347","Symington",631448,238382
"1943","Bracks Head",631412,303959
"7240","Whiterigg",631399,356126
"5591","Wideopen Moor",631397,381942
"2000","Hardington Mains",631356,297459
"6615","Fens",631350,360506
"4215","Marchlands",631348,295640
"7595","Lindean Smithy",631341,348489
"7593","Lindean Mill",631268,348146
"200","Lamlash",631267,202742
"6627","Holmes Farm",631253,358519
"7594","Lindean Hall",631235,348610
"1200","Culter Allers Farm",631222,303248
"6240","Graden",631121,379634
"6735","Lindean",631119,348982
"8685","Benlister Glen",631116,199335
"6228","Roxburgh Newtown",631112,367560
"6326","Rutherford Mill",631104,366114
"91","Lamington",631082,298077
"6446","Broomhall",631043,361537
"1944","Crooked Bank",631034,305324
"1869","St Boswells",631031,359543
"6144","Over Roxburgh",631017,369770
"8686","Benlister Glen",631013,200464
"3910","Troon",631010,232021
"7242","Longleefoot",631010,354067
"6756","Whitehill",631008,358046
"10130","Glenshiel Banks",630976,327179
"1973","Dun Knees",630955,305628
"6146","Roxburgh Mill",630949,370254
"6757","Whitelee",630942,356925
"5496","Lurdenlaw Shank",630939,375819
"1975","Braid Slack",630914,302546
"1979","Windy Gill",630870,301725
"1126","birthwood",630835,302903
"6143","Middle Softlaw",630823,374118
"6448","Ploughlands",630820,362683
"6220","Cairnmount",630811,366981
"6555","Benrig",630798,360525
"1029","Douglas",630788,283531
"6230","Rutherford Mains",630779,365471
"6233","Blakelaw",630775,376942
"1946","Park Knowe",630762,304773
"1999","Millhill",630760,298243
"1876","Graden Moor",630759,378775
"1790","Windgill",630743,302026
"1972","Kingbank Head",630722,305387
"7592","Bridgeheugh",630710,347756
"5607","Ladyrig",630660,372185
"9896","Balnacoole",630659,191629
"2379","Heiton",630649,371300
"2234","Roxburgh",630646,369946
"1998","Hillhouse",630577,297947
"6320","Wideopen",630556,381412
"2165","Bowden",630541,355422
"1948","Juniper Knowe",630514,303799
"1947","Tippet Knowe",630495,304370
"6767","Faughhill",630476,354662
"7612","Bridgelands",630432,348153
"6630","Maxpoffle",630407,355890
"6325","Rutherford",630374,364312
"6558","Templeknowe",630350,360208
"9848","Glenkiln",630348,201574
"9903","Glenkiln",630304,201580
"9897","Lakin Farm",630298,190125
"6631","Merwick",630257,358835
"6612","Temple",630228,360354
"6768","Holydean",630202,353702
"6455","Riddletonhill",630179,362650
"10247","Broadmeadows",630179,341260
"6766","Bowden Mill",630178,355290
"2661","Maxton",630166,361340
"9895","Shedog",630153,191526
"1976","Hill End",630152,302734
"9849","Cordon",630147,202611
"6557","St Boswells Bank",630143,360448
"6565","Laretburn",630133,359635
"1997","Baitlaws",630103,298499
"4108","Hansel Village",630103,238050
"6229","Rutherford Burnside",630102,366235
"6556","Crossflat",630098,360300
"9872","Manse",630082,190082
"9873","Meml",630041,190227
"10246","Yarrowford",630015,340761
"5512","Falside",629998,379173
"7615","Over Whitlaw",629995,351737
"1808","Glenharvie Moss",629993,305610
"6456","Maxton Station",629974,361711
"6322","Old Graden",629965,379875
"7814","Shiskine",629947,191490
"6272","Old Graden",629913,379820
"9874","Swallowbrae",629894,190181
"6796","Camieston",629858,357081
"1949","Fell Shin",629854,303919
"2813","Pennal Burn Linn",629830,260217
"9894","Sanyu",629818,201668
"2805","Weitshaw Muir",629817,257108
"6321","Yetholm Mains",629700,383947
"6344","Redstead",629698,369785
"7616","Shawmount",629697,348958
"1902","Venchen Hill",629696,382000
"6567","Hiltonshill",629650,359388
"1791","Cowgill",629591,300863
"7614","Nether Whitlaw",629591,351401
"1977","Hungry Knees",629582,302971
"1950","South Dod",629538,304874
"6227","Roxburgh Mains",629531,368944
"11695","Glenbuck",629500,275004
"6319","Venchen",629491,382907
"6269","Mainhouse Farm",629449,375700
"7613","Greenhead",629439,349136
"6238","Greenlees",629387,378239
"6643","Charlesfield",629368,358362
"6273","Wormington",629321,379283
"6634","Arthurshiel",629319,359072
"9875","Torbeg",629306,189919
"6237","Mainhouse",629300,375074
"6318","Cherrytrees",629279,381114
"6566","Morridgehall",629227,361255
"7252","Thornielaw",629221,357615
"7536","Kippilaw Mains",629134,354919
"7251","Northfield",629119,356746
"9912","Balgowan",629113,191180
"9916","Torbeg Farm",629084,189848
"1978","Crow Knowes",629048,302664
"1980","Noop End",629047,302016
"6150","Sunlawshill",628974,371121
"7535","Eastfield",628917,354107
"6343","Nine Wells",628872,369645
"9914","High Feorline",628867,190926
"6342","Moorhouse",628862,369386
"7249","Elliston",628841,356834
"7537","Kippilaw",628763,354827
"6147","Bowmont Forest Sawmill",628762,372925
"6633","Wellrig",628743,359850
"2812","Meath Hill Moss",628737,260881
"6632","Forest Lodge",628720,360678
"1043","Roberton",628711,294069
"6457","Muirhouselaw",628593,362910
"7538","Prieston",628579,352854
"6328","Pirnie House",628563,364875
"7250","Langside",628560,356020
"9915","Tigheanfraoch Farm",628521,190259
"6270","Kersknowe",628499,375367
"6327","Upper Nisbet Moor",628483,366896
"842","Selkirk",628473,347000
"1900","Bluntys Mill",628418,382580
"6225","Pirnie",628353,365105
"8518","Glespin",628302,280824
"7253","Whinfield",628245,356898
"1901","Kirk Yetholm",628216,382709
"441","Blackwaterfoot",628164,189627
"6636","Longnewton Forest",628164,360608
"6234","Frogden",628163,376424
"1983","Bowies Well",628150,302470
"2204","Town Yetholm",628129,382003
"6224","Old Ormiston",628099,369895
"5594","Yetholm",628031,382325
"6221","Fairnington",628029,364436
"1982","Yellow Moss",627937,302566
"9909","Bellevue Farm",627881,190443
"6635","Greenend",627880,358648
"1951","Jockies Grave",627826,304571
"2797","Monkton",627819,235762
"9910","Westholme",627783,190245
"8647","Bowhill House Estates",627740,342568
"2402","Yarrow",627699,335776
"1933","Tangy",627677,167446
"9043","Braidwood",627648,352366
"5687","Longnewton",627598,358366
"7553","Clarilaw",627578,355497
"6148","Grahamslaw",627555,372413
"6232","Upper Nisbet",627553,367947
"6346","Kalemouth",627517,370900
"1984","Culter Water Head",627509,303730
"6276","Bankhead",627478,377322
"6284","Caverton Hillhead",627448,373502
"2233","Midlem",627447,352745
"7576","South Common",627440,348065
"6638","Birseslees",627374,357218
"7617","Blackchester (Roman Fort)",627372,356106
"7959","Ballochgair",627351,177700
"6277","Caverton Mains",627349,375238
"6330","Lilliards Edge",627346,361761
"1789","Muirkirk",627326,269587
"1952","Bucht Slack",627318,304422
"2799","Burnfoot Muir",627283,267877
"6297","Lintonhill",627276,377756
"6149","Ormiston Mains",627273,370445
"5714","Clarilawburn",627268,354878
"2334","Mauchline",627265,249883
"1996","Cowie Moor",627250,299461
"5465","Kirkbank",627248,370799
"7539","Whitmuir Hall",627237,350422
"6329","Ancrum Moor",627224,361789
"7546","Millrighall",627125,353659
"6282","Caverton",627112,374734
"6305","Duncanshaugh",627089,381925
"987","Tarbolton",627059,243210
"5592","Linton Downs",627046,377157
"6306","Hayhope",627046,382137
"6286","Eckford Mill",627020,371722
"7544","Midlemburn",627010,352723
"1981","Grey Side",627008,300467
"9039","Cavers Carre",626967,355309
"7265","Newhall",626965,356545
"2504","Smallburn",626953,268789
"6308","Halterburn",626952,384127
"6603","Stob Rigg",626910,385104
"6602","Davie Rigg",626867,383696
"6341","Ormiston House",626829,369975
"7543","Whitmuir",626773,349533
"1953","Holm Nick",626752,305785
"7573","Hartwoodburn",626715,347168
"6226","Ploughlands",626702,369158
"6332","Nisbet Hillhead",626693,366001
"6340","Eck Ford",626654,370200
"7547","Shawburn",626586,353450
"6288","Crookhouse",626565,376084
"6296","Primsidemill",626557,381320
"6641","Sandystones",626530,359402
"7542","Friarshawmuir",626501,351005
"2439","Sorn",626485,255556
"6285","Blinkbonny",626462,372316
"7264","Bewliehill",626448,356505
"1954","Nout Craig",626445,305761
"1988","Peat Rig",626419,305069
"6339","Mosstower",626419,371345
"5593","Linton",626350,377419
"1137","Maidencots",626324,292833
"6295","Primside",626291,380487
"7266","Longnewton Mill",626278,357095
"5598","Whitelaw Nick",626236,385379
"6279","Priory Meadow",626191,377735
"8945","Crookhaugh",626151,310973
"7545","Chesterknowes",626147,352828
"6600","Harrietsfield",626140,362842
"7263","Belses Mill",626137,358235
"443","Whiting Bay",626136,204567
"2258","Eckford",626132,370916
"13077","Failford",626112,245912
"6298","Clifton on Bowmont",626084,381608
"6639","Palacehill",626073,360094
"6278","Linton Mill",626054,377555
"1986","The Tougue",626050,303633
"8947","Hearthstane",626008,311245
"6333","East Nisbet",625996,367617
"6371","Marlefield",625970,373756
"6370","Easter Wooden",625955,372658
"1955","Glenwhappen Rig",625945,306420
"6280","Burnfoot",625926,378147
"6338","Eckfordhall",625919,370627
"7575","New Greenhill",625892,348220
"6299","Clifton",625875,381894
"6727","Bewlie",625872,356083
"4614","Catrine",625832,252893
"6287","Caverton Mill",625829,374997
"251","Prestwick",625821,235149
"5552","Nisbet",625756,367355
"1785","Ayrshire",625754,242185
"6642","Woodhead",625748,361389
"6337","Eckfordmoss",625744,370835
"6307","Burnhead",625706,384382
"6601","Bellsbutts",625628,362865
"8946","Glenveg",625625,310637
"7550","Chapel Farm",625619,354693
"1985","The Bank",625608,304206
"9847","South Kiscadale",625590,204101
"1987","Fingland Moss",625572,305086
"8654","Calliburn",625562,172038
"1208","MIDDLE MUIR",625522,285339
"6293","Crookedshaws",625495,380088
"1136","Netherton Farm",625494,290862
"7551","Bewlie Mains",625441,355143
"6291","Morebattle Tofts",625431,377472
"6732","New Belses",625338,357335
"6599","Woodside",625291,364484
"6640","Pinnacle",625283,358805
"6598","Howden",625249,364008
"6731","Belses",625243,357391
"9906","Glenree",625241,194572
"6310","Old Halterburnhead",625236,385167
"1209","Blackburn",625230,289011
"1783","East Ayrshire",625214,257973
"6637","Ashieburn",625158,360400
"6728","Ancrum Park",625137,363153
"6335","Crailing Tofts",625135,369518
"6595","Nisbetmill",625085,366065
"6290","Cowbog",625075,375993
"9905","Corriecravie Moor",625060,192834
"3431","Lilliesleaf",625029,353253
"4953","Hillshaw Head",625019,304639
"6733","Old Belses",625014,356947
"2466","Peninver",624928,175924
"2175","Morebattle",624906,377134
"1932","Kilchenzie",624876,167393
"6311","Woodside",624847,381479
"7577","Greenhill",624818,348302
"7562","Rawflat",624800,358130
"8994","Kennox Hill",624740,278658
"7566","Clerklands",624690,350337
"956","Mossblown",624685,240340
"5551","Crailing",624666,368772
"10129","Dryhope",624630,326723
"3432","Ancrum",624574,362857
"7552","West Middles",624571,353341
"2796","New Prestwick",624530,234985
"6593","Palace Farm Cottages",624509,367478
"6597","Harestanes",624472,364106
"7339","Hopton",624459,360768
"7565","Riddell",624448,351615
"6357","Morebattle Mains",624445,376743
"6377","Otterburn",624433,375632
"6309","Currburn",624355,384090
"7344","Furlongs",624334,362415
"577","Tweedsmuir",624316,309828
"3158","Ettrickbridge",624289,338900
"9908","The Moor",624253,193056
"6594","Mounthooly",624243,366460
"6846","Oxnamside",624240,380891
"7365","Bloomfield",624114,358823
"13167","St Quivox",624106,237583
"6375","Brownrig",624031,370161
"6294","Corbet Tower",623994,377595
"7559","Netherraw",623946,355378
"7364","Belses Moor",623909,358015
"7087","Hungry Hill",623903,340678
"1210","Crawfordjohn",623855,287959
"6372","Essex Mains",623806,372663
"2798","Clochkeil",623706,166134
"7567","North Synton",623694,348557
"9904","Bogary Farm",623662,194618
"7556","Greenhouse",623659,355707
"8511","Auchincruive",623658,238001
"4854","Cessford",623625,373472
"7362","Chesters Craig",623588,359908
"7582","Newhouse",623583,352221
"8948","Manzion",623566,309136
"7564","Bowismiln",623516,350775
"13378","Heathfield",623512,235886
"1931","Sound of Kintyre",623496,166579
"2417","Stair",623485,243967
"2088","Bonjedward",623473,365613
"2604","East Darlachan",623466,168055
"7561","Raperlaw",623439,355219
"6604","Baittens",623431,368269
"6605","Littledeanlees",623427,368972
"7555","Firth",623423,354310
"1124","Southwood farm",623402,293613
"6743","Jedneuk",623398,365720
"1779","Selkirkshire",623368,336927
"9907","Heathcote",623360,193420
"974","Abington",623344,293188
"7572","Dryden",623339,347625
"7563","Standhill",623333,356444
"2795","Newton-on-Ayr",623288,234257
"6363","Shielstockbraes",623220,375795
"7346","Broom",623194,361523
"7568","Syntonmill",623150,349782
"5011","Timpendean",623129,363073
"7557","Harelaw",623114,353378
"7581","Hermiston",623080,351256
"2561","Cappercleuch",623073,324338
"7574","Headshaw",623062,346615
"13379","Whitletts",623050,235848
"955","Annbank",622991,240673
"7347","Chesters Cottages",622939,360675
"10890","Pollifern",622883,59141
"10889","Altnadarrow",622837,59865
"2794","Braehead",622827,235254
"10442","Bowerhope",622788,325787
"6351","East Grange",622761,378704
"7580","Dimpleknowe",622753,350327
"6352","Gateshaw",622712,378121
"6368","West Grange",622706,378456
"6744","Monklaw",622704,364892
"1989","Normans Gill",622703,297197
"7554","Cotfield",622692,353205
"13385","Lochside",622677,234823
"8504","Wollrig",622637,345534
"9885","Ballymeanochglen",622620,202450
"2514","Cronberry",622602,260386
"13380","Dalmilling",622572,236245
"7349","Chesters Grange",622561,360179
"9876","Burnside",622555,193724
"4992","Bonjedward House",622514,365537
"9917","Levencorroch Hill",622444,200261
"7350","Grange Banks",622394,359831
"7570","Synton Mains",622381,347672
"7579","Synton",622374,348754
"6369","Whitton",622338,375969
"6777","Lantonhall",622333,362373
"6774","Lanton Mill",622259,361210
"212","Malin Head",622256,58095
"790","Ballyhillin",622250,60207
"7558","Minto Kames",622216,355499
"3136","Ashkirk",622205,346861
"2793","Wallacetown",622198,234317
"9891","Marganish",622167,202187
"7571","The Woll",622080,346455
"13377","Fort",622056,233319
"2913","Auchinleck",622042,255227
"6606","Ulston",622003,367113
"9888","Whin Farm",621964,202761
"9886","Dippen Farm",621940,204058
"9884","Knockandon",621927,199306
"23","Ayr",621919,233803
"4985","Woodend",621916,365910
"9136","Satchels",621916,350667
"9890","Creagtaineach",621905,203787
"4987","Sharplaw",621878,365167
"2554","Crailinghall",621868,369829
"13052","Halkyn",621866,346541
"6851","West Ulston",621861,366739
"5048","Lanton",621795,362105
"9889","Auchenhew Farm",621784,201690
"9036","The Kyle Centre",621728,233819
"2792","Craigie",621693,235141
"442","Lagg",621654,195536
"6373","Marchcleuch",621653,373371
"1871","Schilgreen",621589,385846
"7569","Ashkirktown",621585,347074
"6390","Heatherlands",621547,375953
"6773","Knowesouth",621495,360764
"7924","Oldhall",621479,366345
"448","Kilmory",621478,196010
"1754","Midlock",621412,295960
"1125","Castle Crawford farm",621404,295602
"7351","Barnhills",621385,359289
"1203","Glencaple",621361,292072
"7578","Synton Parkhead",621349,348788
"605","Slievebane",621328,61972
"9892","Kildonan Farm",621293,203726
"6374","Samieston",621284,372782
"7560","Newlands",621266,353624
"7922","Hartrigge",621258,366072
"1649","Meggethead",621250,317230
"9887","Shannochie Farm",621226,197807
"2598","Aros",621206,168169
"2340","Lugar",621072,258947
"13384","Holmston",621069,235701
"14011","Dalintober",621003,172045
"9044","Minto Hills",620996,355981
"8943","Blacklaw",620984,308801
"4890","Ochiltree",620971,250709
"449","Kildonan",620969,203370
"2582","Calton",620966,171266
"6821","Over Wells",620941,368581
"7649","Lantonhill Farm",620902,362288
"6354","Heavyside",620881,377844
"6817","Cappuck",620878,369533
"6347","Belford",620876,381386
"7626","Cleuch Head",620865,357459
"6729","Newton",620836,359905
"14012","Askomill",620805,172954
"7648","Lantoncraigs",620785,362787
"973","Crawford",620763,295565
"7650","Tudhope",620724,364151
"6358","Mowhaugh",620715,381634
"2601","West Trodigal",620694,164616
"13381","Forehill",620686,234891
"2910","Holmhead",620645,256498
"1928","Machrihanish",620622,163738
"52","Jedburgh",620565,364994
"2600","East Trodigal",620562,165065
"13383","Masonhill",620530,235617
"2339","Logan",620516,258945
"5615","Belford Mill",620516,381807
"7627","Minto House",620483,357191
"2790","Seafield",620425,233151
"6355","Howgate",620393,377957
"4242","Campbeltown",620389,171971
"1650","Talla Linnfoots",620373,313490
"2599","Kilkivan",620370,165610
"7102","Watch Hill",620361,341680
"10123","Crosscleuch",620350,324412
"6818","Nether Wells",620317,368810
"6607","Rennieston",620285,371557
"7620","Muirfield",620280,351303
"6376","Upper Samieston",620268,372722
"4990","Gospel Hall",620255,361884
"6820","Thickside",620253,368176
"6378","Hownam Mains",620240,378110
"54","Minto",620189,356615
"7618","Hassendean",620181,354573
"2791","Belmont",620180,234449
"2904","Megget Stane",620178,314960
"6844","Sourhope",620171,384462
"5024","Ruecastle",620166,361223
"2338","Cumnock",620148,256793
"5818","Dumfries House Mains",620113,254110
"13382","Castlehill",620092,235321
"10500","Bennan Head",620048,199573
"7628","Deanfoot",619990,357907
"7646","Larkhall",619965,363731
"4891","Coalhall",619926,244444
"7647","Castlewood Farm",619925,364521
"13386","St Leonards",619919,234015
"598","Ballygorman",619907,63507
"6816","Harden Mains",619902,370183
"1930","Stewarton",619872,169695
"6775","Spittal",619826,358914
"6360","Over Whitton",619808,376073
"7923","Howden",619775,366099
"2152","Coylton",619697,240868
"4878","Hillhead",619632,241921
"1929","Drumlemble",619623,166241
"2581","Kilkerran",619595,172457
"6819","Pleasants",619579,369039
"6810","Millheugh",619438,369513
"2602","High Lossit",619413,163179
"6362","Sharplaw",619395,377679
"9922","Crosshill Farm",619392,171471
"6348","Berehope",619388,376052
"12812","Old Settlement",619360,385836
"7619","Horsleyhill",619320,353132
"7948","Todlaw",619315,364749
"5617","The Eleven Shearers (Standing Stones)",619288,379101
"5616","Seefew",619275,379943
"13376","Kincaidston",619259,235121
"742","Carnmalin",619242,62062
"2329","Hownam",619203,377844
"2603","Ballygrogan",619196,162171
"6303","Calroust",619186,382342
"679","Culoort",619173,61328
"6822","Hardenpeel",619142,368778
"7621","Wester Houses",619098,352851
"6809","Cleuchside",619080,370434
"2911","Netherthird",618988,257711
"7622","Hassendeanbank",618983,356028
"13375","Doonfoot",618975,232240
"7943","Hundalee Braeheads",618952,364961
"7946","Hundalee Mill",618874,364970
"7583","Alton",618854,351330
"12811","Old Enclosures",618854,385484
"2584","Kildalloig",618817,175307
"2912","Craigens",618785,258356
"799","Bree",618739,63754
"7945","Hundalee Farm",618690,364332
"859","Crookedsike Head",618674,388073
"7944","Hundalee Cottars",618645,364191
"2171","Drongan",618589,244590
"6845","Cocklawfoot",618586,385397
"1202","Harryburn Brae",618567,293415
"607","Keenagh",618531,63225
"7406","Knowetownhead",618506,354430
"6850","Scraesburgh",618457,367669
"53","Denholm",618456,356866
"13374","Alloway",618455,233737
"2328","Oxnam",618431,369869
"7405","Hassendeanburn",618383,354308
"7624","Hassendeanburn Farm",618381,353599
"4428","Tushielaw",618361,330612
"7623","Clarilaw",618347,352476
"8944","Fruid",618307,310801
"6811","Oxnam Neuk",618283,369752
"7947","Linthaugh",618227,364865
"6815","Oxnam Cottage",618166,370010
"2870","Dun Moss",618152,292126
"7645","Spital Tower House",618128,358740
"6779","Honeyburn",618122,356146
"7584","Alton Lodge",618096,351470
"7585","Newhouses",618085,351825
"6361","Philogar",618006,376768
"5007","Bedrule",617990,359960
"6611","Cunzierton",617958,374112
"7942","Braeside",617894,364892
"2635","Oatfield",617801,167915
"7586","Newton",617762,350919
"1141","Black Shank",617652,299628
"2874","Craggy Brae",617632,293015
"6812","Oxnam Row",617582,370149
"7949","Langlee",617577,364642
"7953","Glendouglas",617570,365269
"13624","Muckle Dean",617558,365642
"4366","Chatto",617529,377019
"7398","Appletreehall",617513,351800
"6353","Greenhill",617504,378905
"1385","Tweedhopefoot",617490,305261
"6780","Eastcote",617478,354102
"2871","Bulmer Moss",617462,290458
"7407","Midshiels",617456,353500
"7399","West Lees",617453,351233
"589","Urbalreagh",617433,64999
"2872","Middle Wood",617377,291461
"6359","Over Chatto",617341,376649
"13623","Little Dean",617334,365484
"1123","Elvanfoot",617278,295175
"6849","Fendyhall Moss",617184,367222
"1145","Newton Farm",617157,295990
"11601","Lead groops (hushes)",617147,288281
"6835","The Yett",617114,378911
"606","Umgall",617100,64071
"7404","Courthill",617099,352302
"7625","Parkhouses",617075,351668
"7951","Ferniehirst Mill",617070,365455
"2875","Toddle Moss",617041,293243
"7403","Briery Yards",617016,353566
"7952","Glendouglas School",616999,365118
"6365","Swinside Townfoot",616959,372678
"1139","Tod Slack",616935,298275
"6349","Bloodylaws",616935,372059
"6836","Heatherhope",616881,380725
"6364","Swineside Mill",616863,372441
"1146","Glengeith",616847,295341
"7637","Cavers Mains",616814,354867
"10920","Achinhoan",616801,176041
"4892","Sinclairston",616785,247091
"2873","Howkwood",616752,291076
"699","Mossedge",616749,63390
"2876","Toddle Knowe",616718,293115
"6826","Newbigging Birks",616681,370301
"6783","Linden Park",616649,353272
"6785","Trow Mill",616643,353025
"11748","Innean Glen",616642,160694
"755","Glendooskert",616634,71486
"950","Fisherton",616609,226351
"7639","East Middle",616589,355608
"6381","Threstle",616585,375276
"7638","Denholmhill",616556,356817
"2865","Bodsberry End",616438,296661
"13053","Hopehouse",616430,329490
"1140","Gled Slack",616429,298138
"13058","Blairston Mains",616425,233391
"1147","Bucht Knowe",616383,295379
"6784","West Cote",616330,353604
"6366","Swinside Townhead",616236,372602
"7927","Stirches House",616227,349751
"6788","Trow Knowes",616172,352950
"7633","Cavers Garden Farm",616140,354763
"1149","Reeve Gair",616134,295226
"2877","Cat Stanes",616126,293978
"1148","Wood Brae",616125,295618
"1142","Little Clyde",616025,299405
"1879","Windy Rig",616010,384748
"7400","Burnfoot",616010,351458
