"","NAME","Y","X"
"14218","Folla Rule",833025,373090
"12494","Glenfiddich Lodge",832977,331355
"7409","Strath Ascaig",832976,186648
"12509","Glentarroch",832878,295252
"14319","South Auchedly",832844,389925
"12555","Knockannacardich",832808,306852
"12495","Badchear",832779,334544
"14318","Shethin",832751,388502
"12506","Ryluachrach",832654,298819
"12507","Ryndian",832623,297027
"12556","Knockannakeist",832552,307432
"12204","Leichtry",832513,224795
"4406","Gleann Fhireachan",832506,267503
"4403","Creag nan Gobhair",832390,269630
"12548","Culfoichmore",832331,308839
"2066","Broomfield",832272,396030
"4166","Gartly",832193,352136
"2206","Sconser",832185,152451
"2229","Port an EÃ²rna",832157,177606
"12552","Alltnabreck",832156,306653
"12549","Wester Calfoich",832004,308358
"12553","Braemore",831942,306355
"8179","Coire Lungard",831923,209005
"1563","Cannich",831872,233647
"12205","Shalavanich",831842,222954
"14205","Arnaval",831740,134446
"2253","Carbost",831717,137813
"2063","Knockothie",831691,396017
"14081","Ormacleit",831646,74590
"2062","Auchterellon",831523,394236
"4395","Achnabeachan",831506,267744
"13625","Caiplach",831505,147353
"12551","Mains of Delliefure",831475,306884
"14206","MacFarlanes Rock",831400,130021
"14317","Jackstown",831386,375326
"14316","Westertown",831370,376002
"9812","Killilan Forest",831357,198235
"12510","Cairnloch",831328,297121
"12051","Duirinish",831322,178550
"4404","Gaic",831261,268959
"2294","Satran",831251,140884
"14322","Little Ythsie",831221,389491
"2048","Tarves",831197,386792
"12050","Drumbuie",831094,177612
"14315","Eastertown",831011,376792
"12518","Drumnadrochit Lodges",830941,250528
"13656","Meikle Wartle",830904,372182
"8824","Achmony Farm",830880,250220
"8825","Craig Achmony",830845,250471
"14207","Rubha Cruinn",830837,130419
"2420","Auchmacoy House",830828,399202
"12496","Shenwell",830801,336904
"2060","Castlepark",830775,396055
"14321","Ythsie",830775,388687
"12550","Wester Delliefure",830742,307679
"8827","East Balchraggan",830688,251252
"8180","Coire na Breabaig",830663,207337
"4534","Talisker",830593,132558
"8831","Mid Drumbuie",830549,251558
"578","Ellon",830511,395827
"3009","Sallachy",830489,191407
"8829","Lower Achmony Holiday Chalets",830465,250304
"2064","Waterton",830458,397154
"3440","Milton",830430,249381
"2419","Denhead",830429,399532
"8826","Craobhach",830357,250595
"7976","Craigdam",830352,384558
"8828","Kilmichael House",830310,250411
"8830","Lower Drumbuie",830302,251628
"3784","Corrimony",830253,238436
"12500","Easter Rynechkra",830253,298299
"6553","Mains of Waterton",830241,398506
"2076","Cromleybank",830133,396378
"8273","Killilan",830126,194677
"2108","Drumnadrochit",830035,250900
"2292","Sligachan",829876,148573
"6857","Glenlivet",829843,319583
"2059","Meicklemill",829760,394538
"3011","Allt-nan-Subh",829727,190119
"3785","Shenval",829715,240680
"14605","Lynmacgregor",829715,303176
"2055","Erbusaig",829674,176281
"12783","BÃ²rnais",829646,74298
"2077","Hillhead of Fechil",829642,395777
"6554","Kirkton of Logie Buchan",829606,398822
"2065","Cotehill",829523,402228
"7103","Coire Buidhe",829483,215238
"8133","Creag Dhubh",829309,216800
"6527","Brin Rock",829291,265952
"14087","Taobh a Tuath Loch Aineort",829270,77141
"8184","Coille MhÃ²r",829159,181307
"13708","Badicaul",829135,175818
"2302","Ard Dorch",828973,157829
"4206","Kennethmont",828972,353920
"14208","Sleadale",828930,133371
"6283","Collieston",828789,403978
"2564","Tomatin",828758,280349
"14500","Fadoch",828591,195389
"6856","Castleton of Blairfindy",828589,319808
"12474","Blackwater Lodge",828538,333615
"3683","Cromdale",828465,307407
"7644","Scarall",828464,139083
"3010","Camas-luinie",828394,194683
"2852","Balmacara Square",828381,180696
"13763","The Snub",828354,400276
"4853","Old Rayne",828350,367475
"14222","Raitshill",828303,386509
"11357","Garrocher",828276,291395
"11387","Insch",828264,363261
"14610","Long Pot",828240,404023
"13661","Daviot",828232,374925
"8059","Coire an-t-Seasaich",828194,142533
"14086","Taobh a Deas Loch Aineort",828179,76983
"8132","Bealach na h-Eige",828152,213741
"13651","Durno",828144,371461
"14609","Perthudden",828048,403742
"7343","Glenbeg",828016,300775
"14611","The Sheverock",827984,403698
"3147","Coire na Circe",827974,145710
"14612","The Rawn",827875,403727
"8010","Bealach Coire na Circe",827836,144734
"2565","Findhorn Bridge",827783,280379
"2301","Dunan",827767,158508
"2303","Luib",827755,156341
"14613","Poor Man",827747,403632
"12784","Cill Donnain",827720,74020
"3394","Grantown-on-Spey",827700,303139
"5474","Rothney",827664,362937
"9377","Bealach Beag",827594,211743
"2057","Pitmedden",827567,389119
"14614","Bennets Love",827555,403449
"13940","Bundalloch",827550,189509
"2075","Old Seaton Village",827474,389433
"8058","Mointeach Mararaulin",827437,142429
"2054","Auchtertyre",827424,184034
"4959","Fingask",827411,377625
"14615","Marywalls",827398,403225
"4474","Tomich",827351,230691
"8038","Nead na h-lolaire",827315,148110
"124","Kyle of Lochalsh",827310,176181
"2442","Kirkton",827282,183084
"13941","Carndu",827250,188986
"8134","Creag na h-Eige",827245,213620
"4318","Allathan",827238,390630
"14616","Corbie Holes",827225,403028
"1662","Oldmeldrum",827211,380850
"8061","Reraig",827196,181449
"4165","Rhynie",827128,349842
"2049","Ardelve",827097,187225
"7234","Cabrach",827064,338533
"2444","Nostie",827054,185682
"6530","Torness",827050,257944
"14617","Hackley Bay",826978,402844
"2300","Strollamus",826966,159197
"8009","Bealach a Mhaim",826957,144760
"8262","Eynort",826940,138267
"14204","Airigh-mhuilinn",826919,74002
"12591","Moss-side",826882,343560
"4961","Tipperty",826856,396817
"12459","Milltown",826854,337945
"14603","Wester Craggan",826835,301721
"14618","Hackley Head",826804,403001
"12460","Aldunie",826776,336927
"13665","Milldale",826767,389972
"12457","Kirktown",826743,339026
"7232","Dead Wifes Hillock",826654,334412
"7233","Duncanstone",826648,357955
"14619","Black Hole",826629,402786
"2443","Dornie",826539,188271
"8051","Uillt na Teanga",826506,140663
"14620","The Smithy",826506,402607
"14082","Mingearraidh",826473,74932
"12590","Whitehill",826456,343469
"14621","Sanyne",826412,402292
"12462","Hillhead of Largue",826398,335459
"12458","Whitehillock",826367,338119
"14604","Upper Craggan",826349,301810
"2527","Udny Green",826348,388034
"14622","Rockend",826332,402070
"12461","Aldivalloch",826329,336157
"2411","Kyleakin",826326,175176
"8037","Coire Riabhach",826267,147718
"8011","Tobar nan Uauislean",826262,145320
"4392","Whiteford",826259,372012
"2445","Avernish",826230,184474
"12800","GeÃ rraidh Bhailteas",826206,74021
"5633","Coire a Bhasteir",826029,146913
"4390","Clatt",825981,353966
"12450","Blackmiddens",825962,342618
"12608","Easter Claggan",825960,322180
"5632","Fionn Choire",825884,146155
"4958","Mill Of Bourtie",825823,377274
"5301","Oyne",825797,367272
"14303","Kirkton of Oyne",825778,367990
"4341","West Craig",825741,389916
"12442","Ordiallon",825725,346276
"12449","Elrick",825716,342120
"12452","Powneed",825684,339280
"12451","Nether Howbog",825659,340463
"8005","Ciure na Creiche",825617,143958
"12441","Creak",825545,346234
"12444","Bogs",825529,344137
"12438","Tillybreedless",825487,345544
"7327","Rounumuck Hill",825480,334186
"12439","Longlands",825472,345035
"8664","Aberarder",825442,262239
"12492","Upper Tomlea",825434,307663
"3782","Newburgh",825428,399878
"12483","Tombae",825426,321977
"12445","Tolophin",825421,343605
"12836","Frobost",825401,73992
"4952","Pitcaple",825394,372138
"11245","Husdale",825391,135983
"2816","Totaig",825333,187623
"12443","Cuttieburn",825331,346710
"12440","Whitehillock",825326,344804
"12605","Reekimlane",825291,336065
"8008","Bealach a Bhasteir",825290,146822
"8192","Basteirs Tooth",825279,146549
"8007","Bealach nan Lice",825270,146439
"12446","Innesbrae",825208,343882
"12453","Culwyn",825166,339446
"12485","Tullich",825079,322344
"8050","Minginish",824974,141604
"12447","Silverford",824968,343129
"6742","Ballaggan",824962,253552
"12956","Dulnain Bridge",824910,299673
"7235","Kirkton of Bourtie",824895,380381
"8042","Coire nan Allt Geala",824869,147938
"8049","Gleann Bhreatail",824848,140966
"12491","Aultcharn",824831,307404
"12596","Craighead",824825,319478
"12598","Suie",824815,327669
"12486","Delhandy",824796,322202
"12606","Gauch",824780,336255
"5634","Coire a Tairneilear",824688,145716
"11198","Old township",824682,134573
"12448","Braidshaw",824676,342891
"4584","Lethenty Mill",824628,376943
"8048","Bealeach Eadar da Bheinn",824606,140150
"12463","Cairnrallan",824588,332429
"4936","Auchleven",824553,362469
"3146","Lota Corrie",824548,147031
"12456","Bracklach",824521,338671
"12454","Bodiebae",824514,339366
"993","Hattoncrook",824478,384543
"10657","Keppoch",824465,189978
"12607","Buck",824455,339784
"3780","Udny Station",824445,390877
"13942","Carr",824424,189781
"8142","Leachd Thuilm",824375,142621
"8043","Bealach a Ghlas-choire",824360,147768
"12455","Little Bodiebae",824327,338872
"8004","Coir a Mhadaidh",824325,144866
"4224","Chapel of Garioch",824175,371809
"12603","Hillside",824158,351798
"2366","Inverfarigaig",824100,252199
"8044","An Glas-choire",824092,148062
"13659","Cultercullen",824061,392368
"8035","Bealach na Glaic Moire",824016,145629
"6568","Ardintoul",823956,183475
"2624","Ashaig",823897,169015
"8006","Bealach na Glaic Moire",823816,145293
"8036","Bidein Druim nam Ramh",823801,146311
"5868","Grotaig",823784,249132
"2363","Slochd",823779,284863
"2418","Achadh a ChÃ¹irn",823769,166531
"13663","Foveran",823749,397055
"2814","Letterfearn",823694,188385
"8149","Glen Brittle",823694,141006
"13654","Portstown",823637,377107
"12801","Aisgernis",823621,74052
"8250","Coire An Dorus",823548,144323
"13792","Whiterashes",823539,385433
"11362","Auchnarrow",823530,321235
"11244","Laimhrig na Moine",823483,135705
"14390","Hummel Craig",823467,365603
"2532","An Dorus",823433,144634
"1641","Broadford",823387,164365
"11243","Kraiknish",823369,137004
"12487","Todstowe",823355,345152
"12490","Auchenleith",823335,346204
"7988","Coire a Ghreadaidh",823301,143399
"8053","Coire Mor",823290,138243
"8001","Coire an Uaigneis",823270,145155
"6610","Glas Mhor",823241,145771
"8039","Meall Dearg",823236,149364
"8698","Achlichnie",823213,315097
"12488","Harystone",823208,344860
"8052","Bealach Brittle",823143,139392
"5635","Harta Corrie",823130,147349
"2622","Harrapool",823108,165077
"7744","Little Hillbrae",823061,379437
"2299","Skulamus",823035,166347
"12489","Bogmore",823005,344648
"2623","Breakish",822928,167359
"7990","An Diallaid",822919,143470
"7330","Scad Hill",822892,342211
"129","Carrbridge",822782,290702
"4846","Ellick",822774,317379
"8147","Cnoc an Teine",822755,136648
"7989","Coir an Eich",822751,143067
"8054","Guala a Choire Mhoir",822749,138877
"13653","Uryside",822711,378027
"8163","Craignathunder",822690,369135
"8697","Tomachlaggan",822667,315193
"7158","Leachachan",822615,189311
"8251","Belach Thormaid",822603,144027
"7741","Selbie",822546,380753
"8045","Meallan Dearg",822496,148844
"13666","Rashierieve",822468,397205
"2161","Errogie",822460,255663
"7231","Correen Hills",822427,352176
"8276","Dorusduain",822417,198092
"8034","Coire a chan",822408,144557
"8146","Lon Luachrach",822395,136096
"8040","Druim Hain",822389,149320
"3145","Coire Uisg",822355,146219
"3144","Coire Riabhach",822298,148658
"7014","Inverinate",822212,191349
"8047","Druim nan Ramh",822177,147135
"7745","Nether Inglistown",822127,379568
"12835","GeÃ rraidh Sheilidh",822030,75218
"7742","Ordyfauld",822029,380751
"8022","Sron Bhuidhe",822018,144589
"4412","Lumsden",821998,347433
"6924","Farraline",821976,256549
"7743","Newmill",821974,381387
"12513","Mains of Glenlochy",821930,312148
"8021","Coireachan Ruada",821861,144898
"14521","Lienassie",821743,196237
"7992","Bealach Coire na Banachdich",821692,144275
"7991","Coire na Banachdich",821668,142974
"13752","The Colony",821590,369819
"8056","Brudhach Buaille an Tuir",821583,139928
"12531","Badinedin",821582,304488
"8046","Coire Riabhach",821541,149038
"49","Inverurie",821534,377539
"2216","Eas Mor",821495,141953
"8150","Glen Brittle",821446,141072
"3140","Sgurr Coire an Lochain",821315,145470
"12785","Dalabrog",821295,75516
"8145","Brudhach Buaile an Tuir",821210,140157
"8055","Creag na Learn",821195,139687
"8165","Lethenty Hill",821180,358610
"13904","Innis a Chrotha",821151,196885
"4472","Cougie",821150,224171
"7999","Coir a Chaoruinn",821098,146490
"8410","Morvich",821071,196111
"8141","Sgurr Coire an Lochain",821056,145385
"13115","Dalabrog an Iar",821054,74458
"12534","Corriechullie",821043,306489
"13655","Keithhall",821017,380313
"8164","Turf Hill",820989,364272
"8091","Sgurr nam Boc",820971,136179
"8020","Coire an Lochan",820964,145651
"8041","Sgurr Hain",820891,150377
"8003","Bualintur",820885,140567
"2365","Foyers",820882,249606
"12533","Upper Plotta",820862,305570
"8148","Cnoc nan Uan",820848,137303
"8057","Bealach na-airidh Mhurain",820794,138617
"2254","Torrin",820710,157841
"3141","Coire Lagan",820686,144143
"12514","Bridge of Brown",820642,312215
"12530","Sliemore",820602,303764
"3395","Nethy Bridge",820586,300127
"7997","Thearlairch-dubh Gap",820577,145269
"3931","Kylerhea",820576,178774
"8092","Sgurr a Ghobhainn",820561,136469
"8002","Culnamean",820559,141376
"4473","Athnamulloch",820553,213297
"12532","Lower Plotta",820539,305013
"14083","Ceann a Tuath Loch Baghasdail",820420,77297
"7998","Coire a Ghrunnda",820388,145192
"12620","Ault-na-Chruinn",820370,194645
"4385","Falls Of Foyers",820332,249769
"1627","Docharn",820286,292094
"2901","Kilbride",820210,159235
"8000","Bealach a Gharbh-choire",820188,145466
"8115","Port Elphinstone",820174,377746
"5636","An Garbh-choire",820162,146486
"3007","Scallasaig",820077,185156
"8012","Sron na Ciche",820062,144311
"12535","Slibhchlach",820052,307058
"2153","Dulnahaitnach",819965,285274
"8033","Meall na Cuilce",819929,148085
"8194","Coire an Sgairne",819920,200632
"5677","Wester Aberchalder",819862,255305
"4576","Kinmuck",819847,381787
"5676","Easter Aberchalder",819843,256333
"2815","Ratagan",819803,191983
"12536","Lynbeg",819798,306596
"13922","Invershiel",819653,193750
"12799","Cille Pheadair",819627,74229
"13114","Strom",819621,76418
"8013","Coir a Ghrunnda Crags",819620,144304
"8028","Buaile Dhubh",819607,141738
"12537","Culnafea",819585,306011
"992","Newmachar",819571,388564
"4411","Tullynessle",819562,355945
"502","Loch Baghasdail",819508,79213
"13734","Scalan",819484,324624
"4575","Burnhervie",819450,373132
"12675","Kintail",819421,195252
"8193","Plaide Mhor",819340,200796
"3192","Glenelg",819336,181450
"11178","Chapleton",819265,291922
"8517","The Bad Step",819219,149451
"3143","Coire Beag",819164,146896
"8797","Kingseat",819087,390391
"8403","Alltsigh",819057,245701
"4410","Keig",818968,361167
"126","Boat of Garten",818879,294111
"3142","Coire nan Laogh",818858,146039
"8122","An Sguman",818851,143588
"12538","Lainchail",818849,306125
"4449","Shiel Bridge",818798,193603
"2250","Camasunary",818766,151369
"5361","Tomintoul",818759,316876
"8123","Coir a Chruidh",818703,147010
"11241","Old township",818686,141267
"12539","Laintachan",818528,305580
"12527","Newton",818409,303665
"13924","Camban",818368,205334
"8029","Lon Ban",818367,143247
"12526","Bynackbeg",818200,303234
"12589","Whitecairns",818140,392168
"8181","Bealach an Amais",818104,215727
"12528","Allan",818000,304052
"8027","Coir a Ghobhain",817999,141728
"13133","Baghasdail",817996,74209
"6380","Achnaconeran",817941,241581
"12464","Uppertown",817928,336417
"12540","Auchinlea",817913,305987
"8026","Rubha na Creige Moire",817843,140286
"4415","Montgarrie",817806,357509
"14523","An Elric",817742,215005
"4962","Blairdaff",817721,369630
"2568","Street of Kincardine",817716,294664
"12515","Crask",817651,310676
"14085","Taobh a Deas Loch Baghasdail",817637,77979
"8031","Ceann na Beinne",817623,142602
"1667","Belhelvie",817608,394679
"12517","Letterachten",817607,309759
"8032","Cnoc Leathan",817595,144675
"13933","Bealach Allt GrÃ nnda",817577,204529
"14084","Gleann Dail bho Tuath",817577,79073
"12541","Ellon",817548,306248
"7454","Kilmarie",817507,154798
"8025","Creag Mhor",817486,140409
"2512","Heast",817477,164753
"12529","Lurg",817418,303935
"3070","Balbithan",817394,379786
"12521","Muckrach",817380,306429
"1668","Balmedie",817310,396651
"14515","Suardalan",817307,188239
"4416","Bridge of Alford",817286,356230
"12520","Ballantuim",817245,306855
"14079","Achadhinrain",817231,195615
"13928","Corrary Farm",817198,183384
"12516","Straancamerich",817179,309287
"13132","Leth Meadhanach",817142,74646
"8030","Suidhe nan Aighean",817071,143261
"7331","Finlate Hill",817051,329372
"8024","Carn Mor",817046,139494
"3818","Dorback Lodge",816951,307962
"8196","Coire Odhar",816853,208663
"2154","Invermoriston",816825,242031
"14077","Torrlaoighseach",816790,195226
"14078","Glascharn",816769,195859
"14431","Inchdryne Croft",816719,297492
"12522","Lower Drum",816715,306021
"12523","Upper Drum",816673,306595
"4951","Mill of Fintray",816559,383382
"4446","Balvraid",816531,184747
"4573","Pitfichie",816504,367606
"12524","Mid Drum",816487,306419
"13135","GeÃ rraidh na MÃ²nadh",816484,75064
"12519","Upper Dell",816433,308395
"11238","Rudh an Dunain",816429,140146
"828","Hatton of Fintray",816365,384112
"48","Kintore",816306,379242
"2903","Boreraig",816265,161805
"8923","Soay Sound",816234,144029
"8023","Rubha an Dunain",816211,138998
"13932","Bealach Allt a Chaorainn Mhoir",816168,207784
"1355","Kemnay",816099,373163
"3922","Forest Lodge",816090,302016
"14221","Middleton",815948,393165
"2902","Suisnish",815882,159238
"1041","Alford",815871,357875
"8195","Coire aÂ´ Ghlas-thuill",815866,208889
"8618","Loch Scavaig",815746,149700
"4414","Muir of Alford",815738,354952
"826","Potterton",815617,394296
"2155","Whitebridge",815377,248921
"7329","Dubh Breac Hill",815292,329756
"13136","Smeircleit",815282,74817
"11261","Morsaig",815278,166023
"2483","Monymusk",815262,368463
"14220","Lochgreens",815234,391944
"12543","Boglechynack",815217,302140
"8922","Soay Harbour",815199,144855
"13134","Gleann Dail bho Dheas",815108,79144
"13510","Achnagart Farm",815092,196198
"13644","Whitehouse",815032,361844
"12542","Inchtomach",814781,302183
"5639","Midmill",814692,378985
"2369","Drinan",814689,154458
"11242","Ceann na h-Acairseid",814611,145501
"13137","Cille BhrÃ¬ghde",814486,75441
"13116","Pol a Charra",814441,74710
"8629","Blackdog",814374,395932
"6848","Dundreggan",814361,232353
"4581","Craigearn",814207,372318
"13131","Taobh a Chaolais",814064,77146
"12468","Coul of Ledmacay",814054,335141
"11400","Leschangie",814027,373626
"2851","Elgol",813954,152035
"12469","Ledmacay",813867,334736
"7334","Craigs of Moniewhitt",813861,332034
"13641","Glenkindie",813822,343741
"11414","the Honeycomb Rock",813764,151652
"7230","SgÃ²r Gorm",813582,327798
"12422","Torbain",813495,316156
"12465","Alltdachie",813409,337219
"14219","Leuchlands",813360,393320
"3124","Duisdale Mor",813340,170154
"3103","Lost",813250,334895
"13319","Kinellar",813204,380934
"2247","Ord",813176,161698
"8178","Coire na Cadha",813157,205495
"8406","Balnacarn",813115,227383
"12997","Blackburn",813112,382582
"3244","Glasnakille",813095,153756
"13646","Bellabeg",813085,335400
"4413","Kirkton of Tough",813024,361505
"125","Aviemore",812922,289589
"13643","Towie",812904,343974
"4982","Dalchreichart",812761,229449
"38","Dyce",812750,388649
"2555","Strathdon",812742,335494
"12466","Coul of Newe",812710,337013
"12421","Dailchaoil",812618,315957
"13884","Bealach Coire Mhalagain",812523,194396
"3122","Isleornsay",812413,170224
"12467","Mill of Newe",812356,337217
"12958","An Camas MÃ²r",812351,290821
"4574","Tillyfourie",812335,364413
"13862","Tomcrasky",812335,225565
"7332","CÃ rn Mhic an Toisich",812256,324330
"13838","Roisinis",812220,80529
"7335","CÃ rn Dubh",812182,315383
"2868","Muir of Fowlis",812152,356235
"13834","Bun a Mhuillinn",812118,79597
"13650","Cluny",812007,369841
"13645","Roughpark",812003,334295
"13832","Rubha BÃ n",811989,78565
"13833","Na Hann",811921,78928
"14217","Grandhome",811841,389938
"2248","Tokavaig",811753,160114
"13781","Am Baile",811657,78623
"2869","Heughhead",811525,338213
"14216","Cothill",811501,390512
"13277","Beglan",811454,296530
"3397","Badaguish",811391,295625
"3123","Camuscross",811360,169709
"3008","Rarsaidh",811358,182701
"3873","Chapel of Stoneywood",811284,386650
"7245","Milton of Cushnie",811276,351980
"3256","Strath Cluanie",811254,207492
"13042","Stoneywood",811104,389265
"12420","Daluisge",811003,316303
"4580","Sauchen",810996,369998
"9219","Inverdruie",810954,290152
"13658","Millbank",810921,365942
"13835","Coilleag",810897,78784
"6514","Ryvoan Pass",810842,300170
"980","Coylumbridge",810833,291681
"7324","Cairn Vaich",810785,323555
"2127","Lynwilg",810686,288165
"14104","Leochel-Cushnie",810669,352093
"829","Bridge of Don",810585,393575
"1121","Lyne of Skene",810550,376467
"3191","Arnisdale",810496,184481
"13836","Na PÃ irceannan",810315,79080
"7325","Druim Bhuirich",810260,320650
"13549","Bankhead",810146,389234
"3874","Danestone",810102,391845
"2864","Moriston Bridge",810046,221102
"3121","Tarskavaig",809986,158821
"13837","Acarsaid MhÃ²r",809976,79156
"13253","Mugiemoss",809972,390070
"7328","Hill of Allargue",809903,325714
"12597","Uaimh Abhainn",809900,316412
"2172","Glenmore",809820,297582
"14248","Skene House Court",809788,377024
"6653","Blairconard",809738,237849
"3872","Bucksburn",809601,389070
"3798","Persley",809548,390983
"8167","Druim Shionnach",809389,207351
"3190","Corran",809352,185009
"13748","Alvie",809286,286394
"6463","Cock Bridge",809177,325736
"3875","Hayton",809146,392823
"1040","Dunecht",809138,375217
"1638","Fort Augustus",809129,237855
"2156","Killin Lodge",809039,252633
"2246","Teangue",808964,166531
"3836","Woodside",808941,392235
"3871","Heathryfold",808895,390335
"3876","Tillydrone",808754,393313
"3877","Seaton",808739,394738
"3870","Middlefield",808705,391006
"1761","Aberdeenshire",808621,359781
"12418","Delnadumph",808604,322405
"3878","Hilton",808497,392013
"833","Old Aberdeen",808457,393913
"6464","Corgarff",808456,327841
"12419","Inchmore",808406,321776
"13039","Northfield",808317,390205
"3120","Saasaig",808247,166364
"8168","Coirean an Eich Bhric",808193,208841
"8169","Coire Beithe",808181,213742
"3869","Cummings Park",808158,390923
"3879","Rosehill",808028,391863
"12595","Clashmore",808001,328069
"3880","Kittybrewster",807952,393133
"14516","Torr a Choit",807908,193122
"13657","Midmar",807756,368294
"4440","Kirkton of Skene",807750,380300
"13149","Pittodrie",807707,394551
"12593","Aldamph",807584,327248
"3464","Cornhill",807569,392320
"8653","Alvie Estate",807566,284059
"2993","Kingswells",807426,386582
"4896","Coire Laogh Beag",807417,301195
"11076","EÃ²laigearraidh",807406,70797
"3465","Stockethill",807395,391371
"2245","Ferindonald",807383,165800
"3868","Mastrick",807343,390418
"12594","Delavine",807226,328180
"4447","Skiary",807142,192781
"3867","Sheddocksley",807125,389394
"2571","Westhill",807096,382773
"13037","Foresterhill",807076,391925
"10386","Sgurr Breac",807075,159547
"8166","Meall Coire na Creadh",807045,215216
"13151","George Street",807028,393668
"2244","Kilmore",807020,165540
"4437","CaolasmÃ³r",806955,189207
"9282","Rubha Langanes",806871,124056
"9328","Iorcail",806869,126958
"12423","Inverloin",806861,315833
"7740","Mason Lodge",806850,381107
"13537","Kytra Lock",806799,235309
"14430","Rothiemurchus Lodge",806790,295214
"9330","Losaid",806789,126873
"1742","Kinlochhourn",806758,195006
"4448","Runival",806757,191060
"3486","Rosemount",806753,393058
"2157","Stronelairg Lodge",806750,253685
"10670","Niag-ard",806740,174239
"7739","Elrick",806726,381816
"7041","Speybank",806715,284720
"7326","Hill of Allamuc",806697,338996
"9320","Bealach Lathurnaich",806691,126868
"9284","Sloc a Ghallubhaich",806605,125552
"4895","Coire Laogh Mor",806584,301248
"9329","Lama Sgorr",806568,127067
"13783","Coire na Ciste",806545,300020
"9265","Buide Sgorr",806524,124696
"9319","An t-Each",806524,127741
"13038","Midstocket",806522,391839
"9256","Geug-sgorr",806518,126072
"7323","Easgach",806477,322208
"3485","Gilcomston",806447,393448
"3866","Summerhill",806389,390706
"25","Aberdeen",806377,394483
"9273","Earnagream",806370,124058
"9257","Lon a Gheug-sgorr",806364,126149
"9317","Am Basadair",806361,127584
"9333","Tial-sgorr",806342,127772
"9321","Beul Lama Sgorr",806228,126799
"9263","Beinn Tighe",806220,124895
"9259","Beinn a Gheig-sgorr",806212,126044
"9325","Cnoc na Carraigh",806209,127633
"12424","Faindouran Lodge",806173,308209
"2243","Kilbeg",806164,165183
"9264","Blar Beinn Tighe",806146,125640
"2569","Dalnavert",806102,286138
"9243","Ruadh-sgorr",806085,122712
"9245","Bauaile nan Gabhar",806062,123935
"9247","Cumha Cholain",806044,123002
"4975","West Bandodle",806035,365296
"9280","Old Shielings",806034,125520
"9322","Blar na Carraigh",806034,127337
"9237","Sgeir nan Sgarbh",806010,121500
"9323","Bual Thial-sgorr",805978,127746
"4109","Tornaveen",805971,361852
"14507","Creagan Dubh-choire",805954,178807
"9324","Cnoc Bhrostan",805929,127397
"936","Footdee",805873,395754
"9327","Garbh Asgarnish",805811,128112
"13040","West End",805801,392411
"13041","Rubislaw",805778,391675
"4832","Leault Farm",805768,282364
"9266","Conc Mor",805739,125861
"1292","Kincraig",805719,283191
"8255","Cadha MÃ²r",805702,291148
"1039","Echt",805686,373874
"9334","Tighard",805660,127197
"9228","Conageearraidh",805641,121467
"9268","Creag a-Chairn",805628,124210
"9270","Cuil nam Marbh",805599,124338
"9318","An Coroghon",805581,127704
"10384","Gleann Meadhonach",805568,161806
"9275","Lag a Ghriumadeal",805564,126504
"9252","Na h-Athannan",805552,123960
"9241","Cnoc Rugail",805544,122978
"9326","Coroghon Mor",805540,127986
"10671","Inbhir Dhorrcail",805533,185268
"3865","Hazlehead",805532,389563
"3181","Airor",805528,172041
"9221","Bagh a Mhuillinn",805513,164705
"9242","Glac na Criche Tuatha",805490,122657
"9248","Geodha a Bhridein",805466,124569
"1059","Garlogie",805464,378974
"3113","Hillhead of Carnie",805459,382313
"13372","Kingshill",805456,386866
"9316","Alman",805454,128032
"9250","Geodha na Nighinn Duibhe",805436,124593
"8256","Creag Fhiaclach",805429,289883
"9240","Ceann Creag-airighe",805401,122446
"9335","Sound of Canna",805392,128608
"9267","Creag Nic-an-t-Saoir",805388,126406
"9249","Geodha na Bo Maoile",805380,124737
"9315","AChill",805378,127071
"9272","Ealaist",805373,125806
"8170","Coire na Fiar Bhealaich",805372,205517
"9230","Dun Teadh",805358,120677
"13652","Glenecht",805343,373920
"9223","Cnoc Fall",805334,162499
"14503","Coires ShÃ¹bh",805322,195490
"9254","Sgeir Chrioman",805317,124307
"9277","Losaid Mhor",805296,125324
"9269","Cuil a Bhainne",805275,126217
"9276","Losaid Eag",805265,125006
"13533","Coire Breabaig",805246,313601
"14514","Coir an Eich Bhain",805219,184830
"9278","Losaid an t-Sagairt",805187,125786
"9331","Rubha Carr-innis",805186,127871
"938","East Kirkhill",805179,396111
"9234","Glac na Criche Deise",805176,122545
"9309","Rubha -na Cor",805159,127079
"9251","Gualann Sgorr an Duine",805139,123537
"3857","South Kirkhill",805134,396182
"9271","Dun nam Berbh",805134,124995
"3864","Craigiebuckler",805129,390461
"9255","Tota Tarra",805100,124048
"9232","Garrisdale Point",805092,120425
"9229","Druim na Tire",805083,122176
"10383","Armadale Home Farm",805080,164019
"9260","Eilean Ghille Mhairtein",805079,126784
"3863","Ferryhill",805078,393855
"8919","Canna Harbour",805029,127604
"9233","Garrisdale",805015,121190
"9281","Rubha Dubh",805015,126528
"9306","Eilean a Bhaird",805013,127012
"7342","Da Dhruim Lom",805003,314099
"9312","Rubha nam Feannag",804992,127441
"9222","Cnoc Armadail",804973,162634
"9308","Iolann an Eilean",804957,126903
"9246","Creag an Sgoiltein",804939,124097
"937","Torry",804924,395107
"9299","Camas an Ail",804913,127558
